,title,year_publication,budget,revenue,runtime,genre_ids,original_language,popularity,id_movie,vote_average,vote_count
15315,Vengeance,2009,0,0.0,108.0,"[53, 28]",cn,5.752058,18899,6.1,47.0
15316,Crazy Stone,2006,0,0.0,98.0,"[28, 35]",zh,1.086502,45380,6.9,22.0
15317,Living Death,2006,0,0.0,85.0,"[53, 27]",en,0.479963,48587,3.8,5.0
15318,Three Sailors and a Girl,1953,0,0.0,95.0,[35],en,0.174472,198600,7.0,1.0
15319,The 3rd Voice,1960,0,0.0,79.0,"[18, 53, 80]",en,0.823651,36760,6.3,2.0
15320,Getting Any?,1994,0,0.0,108.0,"[35, 10769]",ja,1.797279,39767,4.6,15.0
15321,Bitten,2008,0,0.0,89.0,"[35, 27]",en,3.580087,17005,5.8,17.0
15322,Big River Man,2009,0,0.0,100.0,[99],en,0.309604,26694,7.8,6.0
15323,Seven Dollars on the Red,1966,0,0.0,85.0,[],it,1.800826,126421,4.5,3.0
15324,Aces and Eights,1936,0,0.0,62.0,"[37, 28]",en,0.051886,121351,6.0,1.0
15325,Virtuality,2009,0,0.0,87.0,[878],en,3.172738,37178,4.9,34.0
15326,"Tora-san, Our Lovable Tramp",1969,0,0.0,91.0,"[10769, 35]",ja,0.116077,125271,7.0,2.0
15327,The Good Heart,2009,3800000,0.0,95.0,"[18, 35, 10749]",en,3.572157,5178,6.0,21.0
15328,Cargo,2009,0,0.0,120.0,"[53, 9648, 878]",de,7.937996,34069,5.9,141.0
15329,A Nightmare on Elm Street,2010,35000000,115664037.0,95.0,"[27, 9648, 53]",en,10.40191,23437,5.5,771.0
15330,Four Lions,2010,967686,4270000.0,101.0,"[35, 80, 18]",en,11.934045,37495,7.1,428.0
15331,Cream Lemon,2004,0,0.0,75.0,[],ja,0.005819,145217,0.0,0.0
15332,Bobby Deerfield,1977,0,0.0,124.0,"[18, 10749]",en,5.792931,42217,6.0,13.0
15333,Diary of a Nymphomaniac,2008,0,0.0,95.0,"[18, 10749]",es,5.28626,19173,5.5,70.0
15334,Lord Save Us,2008,980000,0.0,100.0,[99],en,0.005079,42910,0.0,0.0
15335,Gunless,2010,10000000,0.0,89.0,"[18, 28, 35, 37]",en,2.726078,43090,6.7,27.0
15336,Furry Vengeance,2010,35000000,39340177.0,92.0,[35],en,10.794556,35169,4.6,150.0
15337,The Shock Doctrine,2009,0,0.0,79.0,[99],en,0.851836,41116,6.6,16.0
15338,"Fine, Totally Fine",2008,0,0.0,110.0,"[35, 18]",en,0.368102,25659,7.0,4.0
15339,Armadillo,2010,1500000,0.0,105.0,"[99, 10752]",da,2.333307,37828,7.0,48.0
15340,Stage Door Canteen,1943,0,0.0,132.0,"[35, 10402, 10749]",en,0.789004,38726,6.3,2.0
15341,You Don't Know Jack,2010,0,0.0,134.0,[18],en,14.988063,36950,6.9,104.0
15342,St Trinian's 2: The Legend of Fritton's Gold,2009,0,0.0,106.0,"[35, 12]",en,5.309602,37565,5.4,73.0
15343,The Disappearance of Alice Creed,2009,800000,867714.0,100.0,"[80, 18, 53]",en,7.271526,38542,6.4,169.0
15344,12 Angry Men,1997,0,0.0,117.0,"[80, 18]",en,3.679263,12219,7.5,59.0
15345,Tales of Terror from Tokyo and All Over Japan: The Movie,2004,0,0.0,92.0,[27],fr,0.410645,76822,5.5,3.0
15346,Robin Hood,2010,200000000,310669540.0,140.0,"[28, 12]",en,10.56812,20662,6.2,1434.0
15347,Lovers & Leavers,2002,0,0.0,117.0,[],fi,0.152494,21245,6.0,4.0
15348,Kohtaamisia,2010,0,0.0,0.0,[18],fi,0.127308,60677,6.2,3.0
15349,Little Fugitive,1953,30000,0.0,80.0,[18],en,1.062743,52620,7.3,14.0
15350,Merantau,2009,0,0.0,106.0,"[53, 28, 18]",id,3.20408,34626,6.2,43.0
15351,Gold,1974,0,0.0,120.0,"[28, 12, 18, 53]",en,1.99751,47737,5.5,17.0
15352,I'll Cry Tomorrow,1955,0,0.0,117.0,[18],en,0.887512,28575,4.7,5.0
15353,The Red Chapel,2009,0,0.0,88.0,"[35, 99, 10769]",da,0.181175,52249,6.6,5.0
15354,American Gothic,1988,0,0.0,85.0,[27],en,2.412785,51442,5.8,21.0
15355,An Inn in Tokyo,1935,0,0.0,80.0,[18],ja,0.702012,89462,6.0,2.0
15356,The Chalk Garden,1964,0,0.0,105.0,"[18, 9648]",en,0.813061,66022,5.5,11.0
15357,Hollywood Canteen,1944,0,0.0,124.0,"[35, 10402, 10749]",en,0.46387,38697,6.5,4.0
15358,Stingray Sam,2009,0,0.0,61.0,"[35, 37, 878, 10402]",en,0.404118,37511,5.8,8.0
15359,In a Dark Place,2006,0,0.0,95.0,"[27, 53, 10769]",en,1.525381,21794,3.4,14.0
15360,Art & Copy,2009,0,0.0,89.0,[99],en,0.655022,36432,7.0,18.0
15361,Harishchandrachi Factory,2009,0,0.0,96.0,"[35, 18]",mr,0.261998,35572,6.3,6.0
15362,Bonhoeffer: Agent of Grace,2000,0,0.0,88.0,[18],en,0.502653,106813,7.5,2.0
15363,Love the Beast,2009,0,0.0,92.0,"[28, 12, 99, 10769, 9648, 53]",en,1.12405,20311,6.5,15.0
15364,Must Read After My Death,2007,0,0.0,73.0,[99],en,0.158931,81589,7.3,3.0
15365,Johnny Mad Dog,2008,0,0.0,97.0,"[18, 36, 10752]",en,3.534935,8929,6.8,24.0
15366,Sparrow,2008,0,0.0,87.0,[53],cn,1.417527,7346,6.4,22.0
15367,Rancho Notorious,1952,0,0.0,89.0,[37],en,1.654103,28894,6.2,22.0
15368,Father and Son,2003,0,0.0,83.0,[18],ru,1.559697,44513,5.0,10.0
15369,Scavenger Hunt,1979,0,0.0,116.0,[35],en,1.200851,23050,5.9,8.0
15370,Deficit,2007,0,0.0,79.0,"[10769, 18]",en,0.288025,96287,5.8,5.0
15371,A Dirty Carnival,2006,4700000,0.0,141.0,"[80, 18, 53]",ko,5.604096,23538,6.7,51.0
15372,The Phantom,2000,0,0.0,87.0,[18],pt,2.521661,27181,5.9,22.0
15373,Donkey Skin,1970,0,0.0,90.0,"[10402, 14, 18, 35, 10749]",fr,4.668104,5590,7.6,66.0
15374,Me and Morrison,2001,0,0.0,91.0,[10749],fi,1.291258,53503,4.8,6.0
15375,Kannathil Muthamittal,2002,0,0.0,123.0,"[18, 10769, 10752]",ta,1.210001,40998,7.4,8.0
15376,Times and Winds,2006,0,0.0,111.0,[18],tr,1.442059,5850,7.8,13.0
15377,Adam Resurrected,2008,10000000,0.0,106.0,"[18, 10752]",en,1.714132,18516,6.4,22.0
15378,Halo Legends,2010,100000,1000000.0,120.0,"[28, 16, 878]",en,1.731527,31261,6.9,25.0
15379,Ritual,2000,0,0.0,128.0,[18],ja,0.606866,39056,7.5,11.0
15380,Stoic,2009,2000000,0.0,87.0,"[80, 18]",en,2.584212,24757,5.3,15.0
15381,Dread,2009,0,0.0,108.0,"[27, 18, 53]",en,5.967679,26587,5.6,71.0
15382,Cemetery Junction,2010,0,0.0,94.0,"[18, 35]",en,8.740728,36801,6.6,77.0
15383,Hell's Highway: The True Story of Highway Safety Films,2003,0,0.0,91.0,[99],en,0.242952,92501,7.0,1.0
15384,Blue Valentine,2010,3500000,16566240.0,112.0,"[18, 10749]",en,11.107914,46705,6.9,911.0
15385,Killers,2010,75000000,98159963.0,100.0,"[28, 35, 53, 10749]",en,6.540621,37821,5.7,792.0
15386,Tora-san's Rise and Fall,1975,0,0.0,91.0,[35],ja,0.000589,261538,0.0,0.0
15387,Tora-san's Love Call,1971,0,0.0,114.0,[35],en,3.8e-05,253232,0.0,0.0
15388,Esa ja Vesa – auringonlaskun ratsastajat,1994,3120375,0.0,,[],fi,0.205786,173865,6.5,6.0
15389,The Adventures of Tarzan,1921,0,0.0,150.0,"[12, 28]",en,0.00461,225503,0.0,0.0
15390,The Velvet Vampire,1971,0,0.0,80.0,[27],en,1.132207,29069,3.9,7.0
15391,Puppet Master vs Demonic Toys,2004,0,0.0,88.0,[27],en,1.945492,26962,2.7,12.0
15392,Ween: Live in Chicago,2004,0,0.0,120.0,[],en,0.043068,37255,10.0,1.0
15393,Sada,1998,0,0.0,132.0,"[18, 10769]",ja,0.668735,122188,7.0,2.0
15394,Aerial Gunner,1943,0,0.0,78.0,"[10752, 18]",en,0.056336,51792,0.0,0.0
15395,Panama Hattie,1942,0,0.0,79.0,[35],en,0.001179,99236,0.0,0.0
15396,Lucky Night,1939,0,0.0,82.0,"[35, 18]",en,0.915572,174784,5.5,1.0
15397,Delusions of Grandeur,1971,0,0.0,108.0,"[35, 36]",fr,5.507194,14257,7.5,98.0
15398,The Grim Reaper,1980,0,0.0,90.0,[27],it,1.188769,5424,5.2,30.0
15399,Death and Cremation,2010,0,0.0,86.0,"[27, 53]",en,0.967814,39453,5.8,4.0
15400,Buried,2010,1987650,19152480.0,94.0,"[18, 53, 9648]",en,7.389437,26388,6.6,853.0
15401,Sleep Furiously,2009,0,0.0,94.0,"[99, 10769]",en,0.233582,44878,5.3,4.0
15402,Parisian Love,1925,0,0.0,70.0,"[80, 18, 10749]",en,0.001396,116746,0.0,0.0
15403,Girl with Green Eyes,1964,0,0.0,91.0,"[18, 10749, 10769]",en,0.286364,64811,7.5,2.0
15404,The Forbidden Door,2009,0,0.0,115.0,"[27, 53]",id,0.763369,39024,7.7,13.0
15405,The Ape,2009,0,0.0,81.0,"[18, 53, 10769]",sv,0.279744,38307,6.0,7.0
15406,Life After Tomorrow,2006,0,0.0,72.0,[99],en,0.00353,134901,0.0,0.0
15407,Shake Hands With the Devil,2007,11000000,0.0,112.0,"[18, 36]",en,1.334478,30527,7.0,12.0
15408,Prince of Persia: The Sands of Time,2010,150000000,335154643.0,116.0,"[12, 14, 28, 10749]",en,18.459955,9543,6.2,2372.0
15409,Artists and Models,1955,1500000,0.0,109.0,[35],en,3.2245,43317,6.9,19.0
15410,Please Give,2010,3000000,0.0,90.0,"[35, 18]",en,5.630136,40247,6.0,57.0
15411,Peter & the Wolf,2006,2300000,0.0,32.0,"[16, 10751, 10402]",no,1.500002,14518,6.7,19.0
15412,Hoffman,1970,0,0.0,113.0,"[35, 18, 10749]",en,0.322493,26427,8.0,3.0
15413,True Legend,2010,20000000,0.0,115.0,"[28, 14]",zh,4.434924,37034,6.2,49.0
15414,The Reeds,2009,0,0.0,90.0,"[27, 53, 9648]",en,1.674675,35197,4.8,16.0
15415,The Tomb,2009,8800000,0.0,89.0,"[27, 53]",en,3.512529,36686,3.7,12.0
15416,Supermen of Malegaon,2009,0,0.0,66.0,[99],en,0.025697,115064,0.0,0.0
15417,Baarìa,2009,35000000,0.0,150.0,"[18, 35]",it,7.109369,25846,7.1,124.0
15418,Reunion,1989,0,0.0,110.0,"[18, 10752]",en,0.006668,73931,5.0,1.0
15419,At Midnight I'll Take Your Soul,1964,0,0.0,84.0,"[27, 10769]",pt,1.049373,30913,5.7,21.0
15420,Ricky Gervais Live: Animals,2003,0,0.0,73.0,[35],en,0.868537,198306,7.5,16.0
15421,Ricky Gervais Live 2: Politics,2004,0,0.0,68.0,[35],en,1.602457,198307,7.5,14.0
15422,The Wedding Weekend,2006,0,0.0,96.0,"[35, 10402, 10749]",en,1.250767,62492,3.8,2.0
15423,Tokyo Chorus,1931,0,0.0,90.0,"[35, 18]",ja,0.844253,112882,6.7,6.0
15424,Sex and the City 2,2010,100000000,288347692.0,146.0,"[35, 18, 10749]",en,7.255991,37786,5.5,434.0
15425,Young Winston,1972,0,0.0,157.0,"[28, 12, 18, 10752]",en,1.288199,66775,7.0,15.0
15426,The Black Rose,1950,0,0.0,116.0,"[10752, 12, 36]",en,0.478484,44398,6.9,4.0
15427,The Sniper,1952,0,0.0,88.0,"[80, 18, 53]",en,2.030317,25551,6.7,10.0
15428,Firaaq,2009,0,0.0,0.0,"[18, 10769]",en,0.320519,22241,5.0,1.0
15429,Chhoti Si Baat,1975,0,0.0,123.0,"[18, 35, 10749]",hi,0.694499,71756,6.1,4.0
15430,The Past Is a Foreign Land,2008,0,0.0,120.0,[18],it,0.32147,58086,6.2,9.0
15431,Brief Interviews with Hideous Men,2009,0,0.0,80.0,"[35, 18, 10749]",en,2.074774,29151,5.1,20.0
15432,Get Him to the Greek,2010,40000000,90029656.0,109.0,[35],en,7.33335,32823,5.9,626.0
15433,Detour,2009,2200000,0.0,77.0,"[27, 53]",no,0.66715,29923,5.4,9.0
15434,Unthinkable,2010,15000000,0.0,97.0,"[18, 53]",en,6.983803,38199,6.7,430.0
15435,The Other Side of Midnight,1977,0,0.0,165.0,"[18, 10749, 53]",en,0.517164,80844,5.6,5.0
15436,Our Dancing Daughters,1928,0,0.0,84.0,"[18, 10749]",en,0.112326,42614,7.5,2.0
15437,Betrayal,1983,0,0.0,95.0,[18],en,0.798206,139383,6.4,7.0
15438,Romeo and Juliet,1936,0,0.0,125.0,"[18, 10749]",en,1.951353,43879,5.8,6.0
15439,The Drawn Together Movie: The Movie!,2010,0,0.0,70.0,"[16, 35]",en,6.088599,36736,6.4,39.0
15440,It's Good to Be Alive,1974,0,0.0,100.0,[18],en,0.06433,132328,7.5,1.0
15441,Friendship!,2010,0,0.0,110.0,[35],de,2.631214,35217,6.6,57.0
15442,The Back-Up Plan,2010,35000000,77477008.0,106.0,"[35, 10749]",en,6.629999,34806,5.7,468.0
15443,Splice,2009,26000000,0.0,104.0,"[27, 53, 878]",en,8.181407,37707,5.5,682.0
15444,Tales from the Golden Age,2009,0,0.0,155.0,"[35, 36, 10769]",ro,0.685049,39376,6.5,16.0
15445,May Fools,1990,0,0.0,107.0,"[35, 10749]",fr,2.321564,1785,6.4,17.0
15446,A Tale of Winter,1992,0,0.0,114.0,"[35, 10769]",fr,1.172867,10241,6.9,16.0
15447,Hail Mary,1985,0,0.0,72.0,[18],fr,0.818375,32720,6.9,14.0
15448,No One Knows About Persian Cats,2009,0,0.0,106.0,[18],fa,0.931142,51413,6.5,22.0
15449,Burnt by the Sun 2: Intercession,2010,55000000,0.0,180.0,"[18, 10752]",ru,7.091212,38318,5.0,15.0
15450,The Knack... and How to Get It,1965,0,0.0,84.0,"[35, 10749]",en,1.299084,42744,6.3,13.0
15451,El Greco,2007,0,0.0,119.0,"[18, 10769]",en,0.660036,29272,5.2,10.0
15452,Adulthood,2008,0,0.0,99.0,"[80, 18]",en,4.285194,13058,6.0,48.0
15453,Letters to Juliet,2010,30000000,0.0,105.0,"[35, 18, 10749]",en,7.282488,37056,6.6,823.0
15454,The Descent: Part 2,2009,0,0.0,94.0,"[12, 27, 53]",en,5.306121,34480,6.0,276.0
15455,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,0,0.0,82.0,[35],en,6.138381,38570,3.2,34.0
15456,The Reenactment,1968,0,0.0,100.0,[18],ro,0.165803,35166,5.0,4.0
15457,The Beautiful Person,2008,0,0.0,97.0,[18],fr,2.291742,38846,6.5,35.0
15458,Mermaid,2007,0,0.0,115.0,"[35, 18, 14]",ru,1.418646,73576,6.3,16.0
15459,Humble Pie,2007,0,0.0,94.0,[35],en,0.15472,32830,6.3,3.0
15460,Gervaise,1956,0,0.0,112.0,"[10749, 18]",fr,0.443843,52726,6.0,5.0
15461,Wonderful World,2009,0,0.0,89.0,"[35, 18, 10749]",en,4.033627,27735,5.5,13.0
15462,The Song of Sparrows,2008,0,115605.0,96.0,[18],fa,1.165679,54254,6.9,15.0
15463,Exam,2009,0,0.0,101.0,"[53, 9648]",en,5.810371,29917,6.6,531.0
15464,"Go, Go Second Time Virgin",1969,0,0.0,65.0,"[18, 10769]",ja,1.348411,68429,6.9,18.0
15465,The Corridor,1994,0,0.0,85.0,[18],lt,0.478934,47238,4.8,5.0
15466,No Time for Comedy,1940,0,0.0,98.0,"[35, 10749]",en,0.749298,132928,6.0,2.0
15467,How to Be,2008,500000,0.0,85.0,"[35, 18, 10769]",en,1.478869,19713,5.0,18.0
15468,La Roue,1923,0,0.0,273.0,[18],fr,0.303726,50182,7.0,8.0
15469,The Knot,2000,0,0.0,180.0,[99],ru,0.00302,254738,0.0,0.0
15470,Blood Wedding,1981,0,0.0,67.0,"[10402, 18]",es,0.004425,42139,7.3,8.0
15471,It Happened Tomorrow,1944,0,0.0,85.0,"[14, 35, 878]",en,0.576112,3589,5.8,7.0
15472,Salaam-E-Ishq,2007,0,0.0,216.0,"[18, 10769, 10749]",hi,1.091632,25869,5.7,14.0
15473,Chance Pe Dance,2010,0,0.0,158.0,"[18, 10749, 10769]",hi,0.745225,30695,4.7,10.0
15474,Bless the Beasts & Children,1971,0,0.0,109.0,"[35, 18]",en,1.027036,94225,8.8,5.0
15475,Whoopee!,1930,0,0.0,93.0,"[10402, 35]",en,0.235125,108224,5.0,5.0
15476,Dr. Ehrlich's Magic Bullet,1940,0,0.0,103.0,"[18, 36]",en,0.938416,88192,5.5,9.0
15477,The House on Telegraph Hill,1951,0,0.0,93.0,"[18, 9648, 53]",en,3.21606,28434,5.5,12.0
15478,How About You...,2007,9000000,706000.0,100.0,"[35, 18]",en,1.139949,28871,6.2,13.0
15479,Edge of the City,1957,0,0.0,85.0,[18],en,0.584232,35129,6.4,8.0
15480,No Greater Love,2009,0,0.0,109.0,"[99, 10749]",en,0.458602,31041,5.0,1.0
15481,A Woman in Berlin,2008,0,0.0,131.0,"[18, 10752]",de,1.377856,12832,6.7,15.0
15482,Talhotblond,2009,0,0.0,83.0,[99],en,1.395757,39246,6.5,24.0
15483,Godspeed,2009,0,0.0,99.0,"[35, 18, 10751, 27, 9648, 53]",en,0.23636,33116,4.0,4.0
15484,Tortilla Flat,1942,0,0.0,105.0,"[10749, 18, 35]",en,0.822419,79372,5.4,5.0
15485,Three Little Words,1950,0,0.0,102.0,"[35, 10402, 10749]",en,0.661981,42767,5.0,1.0
15486,Jonah Hex,2010,47000000,10539000.0,80.0,"[28, 37, 18, 14, 53]",en,9.482806,20533,4.5,427.0
15487,The A-Team,2010,110000000,177238796.0,117.0,"[53, 28, 12, 35, 80]",en,16.747793,34544,6.2,1737.0
15488,Gigot,1962,0,0.0,104.0,[18],en,0.285559,48003,8.5,3.0
15489,Dhoondte Reh Jaoge,2009,0,0.0,135.0,"[35, 10769]",hi,0.102219,19276,4.3,2.0
15490,Othello,1965,0,0.0,165.0,[18],en,0.377325,44006,6.1,9.0
15491,Toy Story 3,2010,200000000,1066969703.0,103.0,"[16, 10751, 35]",en,16.96647,10193,7.6,4710.0
15492,Joan Rivers: A Piece of Work,2010,0,0.0,84.0,[99],en,0.756406,41397,6.7,13.0
15493,No Highway in the Sky,1951,0,0.0,98.0,"[10749, 18]",en,0.619084,43882,5.9,13.0
15494,"East Side, West Side",1949,0,0.0,108.0,"[80, 18, 10749]",en,0.308694,99627,7.8,2.0
15495,Adrift,2009,0,0.0,97.0,[18],pt,2.312705,39641,5.9,34.0
15496,In the Beginning,2009,0,0.0,130.0,[18],fr,2.88063,35164,6.2,32.0
15497,The Halloween Tree,1993,0,0.0,90.0,"[10751, 16, 10770, 12, 18]",en,0.374639,45974,6.1,7.0
15498,Ricky Gervais Live 3: Fame,2007,0,0.0,79.0,[35],en,1.411983,198308,6.7,13.0
15499,Aladin,2009,0,0.0,132.0,"[14, 18, 10749, 10769]",hi,1.901261,25868,5.9,9.0
15500,Winter's Bone,2010,2000000,13831503.0,100.0,[18],en,7.27941,39013,6.8,575.0
15501,Tell-Tale,2010,0,0.0,9.0,[],en,0.681666,162880,5.8,2.0
15502,Drama/Mex,2006,0,0.0,105.0,"[18, 10769, 10749]",en,0.125223,63883,4.0,2.0
15503,Dream,2008,0,0.0,95.0,"[18, 878]",ko,0.862305,8652,6.2,11.0
15504,Mandingo,1975,0,0.0,127.0,"[36, 28, 10749, 18]",en,2.854369,38027,6.0,22.0
15505,Clouds of May,1999,0,0.0,130.0,"[35, 18]",tr,0.294108,52072,6.8,5.0
15506,Les Biches,1968,0,0.0,100.0,"[18, 10749, 10769]",fr,1.454386,1787,5.4,10.0
15507,The Scalphunters,1968,0,0.0,102.0,"[28, 35, 37]",en,6.559114,32068,5.7,20.0
15508,Nekromantik 2,1991,0,0.0,104.0,[27],de,2.099329,48636,5.3,24.0
15509,Barking Dogs Never Bite,2000,0,0.0,106.0,[35],ko,1.409127,21531,6.2,29.0
15510,A Man There Was,1917,0,0.0,55.0,[18],sv,1.322761,108017,6.6,11.0
15511,Shark in Venice,2008,0,0.0,88.0,[27],en,1.236186,45009,4.5,16.0
15512,Casino Jack and the United States of Money,2010,0,0.0,118.0,[99],en,0.616048,44999,7.3,15.0
15513,Under the North Star,2009,6153120,0.0,193.0,"[18, 36]",en,0.320384,41142,6.8,6.0
15514,Shrek Forever After,2010,165000000,752600867.0,93.0,"[35, 12, 14, 16, 10751]",en,11.803808,10192,6.0,2021.0
15515,The Open Road,2009,0,0.0,90.0,"[35, 18, 10749]",en,1.807794,24663,4.8,19.0
15516,Magic Man,2009,0,0.0,90.0,"[18, 53]",en,1.613703,24797,2.5,4.0
15517,A Sense of History,1992,0,0.0,22.0,"[18, 35]",en,0.177453,61120,7.4,5.0
15518,A Hot Dog Program,1999,0,0.0,60.0,[99],en,0.071756,62414,8.0,2.0
15519,The Ashes,1965,0,0.0,234.0,"[10752, 18]",pl,0.277185,149511,5.0,1.0
15520,Everyone Else,2009,0,0.0,119.0,"[18, 10749]",de,2.417076,33809,6.1,26.0
15521,Rampage,2009,0,0.0,85.0,"[28, 18, 80, 53]",en,5.085308,38780,6.0,132.0
15522,Coming Down The Mountain,2007,0,0.0,80.0,[18],en,0.475101,56809,6.2,5.0
15523,Princess Raccoon,2005,0,0.0,111.0,"[14, 18, 35]",ja,0.751468,37711,4.7,5.0
15524,Heat-Haze Theatre,1981,0,0.0,139.0,"[9648, 14, 53, 27]",ja,1.900438,110901,5.6,4.0
15525,Children in the Wind,1937,0,0.0,88.0,[18],ja,0.046349,211256,10.0,1.0
15526,El próximo Oriente,2006,0,0.0,,[],it,0.131963,46341,5.2,3.0
15527,The Killer Inside Me,2010,13000000,0.0,109.0,"[80, 18, 53]",en,6.324751,37414,6.0,175.0
15528,The Wild Hunt,2009,0,0.0,96.0,"[28, 12, 35, 18, 878, 53]",fr,1.847803,44680,6.2,20.0
15529,Acla's Descent into Floristella,1992,0,0.0,86.0,[18],it,0.510588,108705,9.5,2.0
15530,J'accuse!,1919,0,0.0,166.0,"[10752, 18]",xx,0.834679,70804,7.9,7.0
15531,The Moment After 2: The Awakening,2006,0,0.0,93.0,"[878, 53]",en,0.460791,51138,3.1,4.0
15532,Mercy Streets,2000,0,0.0,106.0,"[28, 12, 18]",en,0.643784,26916,5.5,2.0
15533,The Guitar,2008,0,0.0,95.0,"[10749, 18, 10402]",en,2.074206,16890,6.4,11.0
15534,TiMER,2009,0,0.0,99.0,"[14, 18, 35, 878, 10749]",en,5.081422,39545,5.9,91.0
15535,The Trespasser,1929,0,0.0,90.0,[18],en,0.145548,53796,4.0,2.0
15536,A Woman of Affairs,1928,383000,0.0,91.0,[18],en,0.227906,42615,7.0,4.0
15537,Chelsea on the Rocks,2008,0,0.0,88.0,[99],en,1.233761,120529,6.2,3.0
15538,Heart Like A Wheel,1983,0,0.0,113.0,[18],en,0.857342,34599,6.0,8.0
15539,Little Dorrit,1987,0,0.0,357.0,[18],en,0.424104,47282,10.0,1.0
15540,Saving God,2008,0,0.0,101.0,[18],en,0.965066,16878,6.0,2.0
15541,24: Redemption,2008,0,0.0,102.0,"[28, 12, 80]",en,5.982091,13989,7.1,168.0
15542,Captain from Castile,1947,0,0.0,140.0,"[28, 10749]",en,1.057092,44534,7.4,5.0
15543,One of Our Aircraft Is Missing,1942,0,0.0,102.0,"[28, 10752, 18]",en,0.649117,43780,6.4,10.0
15544,Diary of a Mad Housewife,1970,0,0.0,95.0,"[35, 18]",en,0.229955,31677,7.0,4.0
15545,Best Worst Movie,2009,0,0.0,93.0,"[99, 35]",en,0.98166,40819,7.4,49.0
15546,Beetle Queen Conquers Tokyo,2009,0,10068.0,90.0,[99],en,0.075409,68701,5.5,2.0
15547,The Deal,2003,0,0.0,90.0,"[35, 18, 10769, 10749, 53]",en,0.970579,43699,6.0,9.0
15548,The Special Relationship,2010,0,0.0,93.0,"[10770, 18, 36]",en,1.753332,45371,5.7,15.0
15549,Three Comrades,1938,0,0.0,98.0,"[18, 10749]",en,0.982457,109970,7.0,3.0
15550,The Twilight Saga: Eclipse,2010,68000000,698491347.0,124.0,"[12, 14, 18, 10749]",en,34.047399,24021,5.9,2382.0
15551,Solitary Man,2009,15000000,5024782.0,90.0,"[35, 18, 10749]",en,5.829644,36691,5.8,85.0
15552,Hannah Free,2009,0,0.0,86.0,"[18, 10749]",en,0.370737,39334,6.0,2.0
15553,Bluebeard,2009,0,0.0,80.0,"[14, 18, 53, 10769]",fr,0.888024,41499,5.3,9.0
15554,The Betrayal (Nerakhoon),2008,0,0.0,96.0,"[99, 10769]",en,0.075737,40215,8.5,2.0
15555,Wing and a Prayer,1944,0,0.0,97.0,"[10752, 28, 18]",en,0.125698,69847,6.5,2.0
15556,Tomorrow at Dawn,2009,0,0.0,94.0,"[53, 18]",en,0.398101,33913,6.3,2.0
15557,Enter the Void,2009,13000000,754249.0,161.0,"[14, 18]",en,8.378149,34647,7.2,397.0
15558,The Cry of the Owl,2009,11500000,0.0,101.0,[18],en,3.877603,18530,5.5,29.0
15559,The World According to Monsanto,2008,0,0.0,108.0,[99],fr,0.577076,27865,7.5,15.0
15560,Dream Wife,1953,0,0.0,100.0,"[35, 10749]",en,1.185885,52365,3.9,6.0
15561,The Slender Thread,1965,0,0.0,98.0,[18],en,0.378345,51054,6.8,8.0
15562,Accident On Hill Road,2009,0,0.0,104.0,"[10769, 53]",en,0.00631,32866,0.0,0.0
15563,Tennessee,2008,0,0.0,99.0,"[35, 18, 12]",en,0.72589,42891,5.8,3.0
15564,The Last Airbender,2010,150000000,318502923.0,103.0,"[28, 12, 10751, 14]",en,9.544657,10196,4.7,1180.0
15565,When Father Was Away on Business,1985,0,0.0,136.0,[18],bs,2.945585,21042,6.7,27.0
15566,A Big Hand for the Little Lady,1966,0,0.0,95.0,[37],en,1.929093,37301,6.0,21.0
15567,State of Siege,1972,0,0.0,122.0,"[18, 53]",fr,1.852757,91487,6.7,19.0
15568,Whirlpool,1949,0,0.0,98.0,"[18, 53, 80]",en,1.427748,29106,5.6,16.0
15569,Little Lili,2003,0,0.0,104.0,"[18, 10749, 10769]",en,1.222277,51865,5.6,7.0
15570,Didier,1997,0,0.0,104.0,[35],fr,3.740902,37652,5.7,76.0
15571,Grande école,2004,0,0.0,110.0,"[35, 18, 10749]",fr,0.717425,4676,6.0,12.0
15572,Fat People,2009,0,0.0,114.0,"[18, 35]",es,1.102802,28478,5.6,14.0
15573,This Happy Breed,1944,0,0.0,115.0,"[35, 18]",en,1.363484,51617,6.6,11.0
15574,Yella,2007,3000000,0.0,89.0,"[18, 10749]",de,7.322719,3037,6.0,16.0
15575,Destricted,2006,0,0.0,116.0,"[99, 18]",en,2.430308,208478,4.8,12.0
15576,Culloden,1964,0,0.0,69.0,"[10752, 99, 18, 36]",en,0.727385,61302,7.5,11.0
15577,Distant Thunder,1973,0,0.0,101.0,[10769],bn,0.029361,113012,4.7,6.0
15578,Out of Mind: The Stories of H.P. Lovecraft,1998,0,0.0,56.0,"[27, 14, 10770]",en,0.03652,108788,7.0,1.0
15579,Cool Air,2006,1,0.0,88.0,[27],en,0.509406,140172,3.8,6.0
15580,The Rain People,1969,0,0.0,101.0,[18],en,0.785882,59231,5.5,10.0
15581,I Even Met Happy Gypsies,1967,0,0.0,94.0,[18],sr,0.28146,59088,5.9,6.0
15582,Endgame,2009,22000000,0.0,109.0,"[80, 18]",en,1.999232,15102,6.1,14.0
