,title,year_publication,budget,revenue,runtime,genre_ids,original_language,popularity,id_movie,vote_average,vote_count
11028,Children Shouldn't Play with Dead Things,1973,70000,0.0,87.0,"[27, 35]",en,1.796065,20842,5.3,28.0
11029,Inferno,1999,15000000,0.0,95.0,"[28, 18, 10749]",en,7.965505,10908,5.1,52.0
11030,The Face Behind the Mask,1941,0,0.0,69.0,"[80, 18]",en,0.671336,34943,6.0,10.0
11031,The Life of Jesus,1997,0,0.0,96.0,"[10749, 18]",fr,2.419374,27067,6.7,14.0
11032,DOA: Dead or Alive,2006,21000000,480314.0,87.0,"[12, 28, 53]",en,5.756379,9053,5.0,207.0
11033,Curse of the Golden Flower,2006,110,0.0,114.0,"[28, 18, 14]",zh,6.238036,1494,6.6,206.0
11034,The Bothersome Man,2006,0,0.0,90.0,"[35, 18, 14]",no,3.422864,13318,6.9,68.0
11035,Don't Drink the Water,1994,0,0.0,92.0,[35],en,1.618751,10462,4.9,16.0
11036,The Good German,2006,32000000,5914908.0,108.0,"[10752, 80, 18, 9648, 10749, 53]",en,5.290831,182,5.9,87.0
11037,Sweet Land,2005,0,0.0,110.0,"[18, 10749]",en,6.185658,31048,6.1,12.0
11038,Letters from Iwo Jima,2006,19000000,68673228.0,141.0,"[28, 12, 18, 10752]",en,11.649588,1251,7.2,553.0
11039,Presenting Lily Mars,1943,0,0.0,104.0,"[10402, 10749]",en,0.346945,43512,6.0,4.0
11040,Black Christmas,2006,9000000,21510851.0,84.0,"[27, 53]",en,7.888302,9656,4.8,119.0
11041,Happily N'Ever After,2006,47000000,38085778.0,75.0,"[16, 35, 10751, 14, 878]",en,13.139893,5393,4.6,108.0
11042,Home of the Brave,2006,12000000,0.0,106.0,"[28, 18]",en,4.068478,14171,5.5,48.0
11043,Code Name: The Cleaner,2007,20000000,10337477.0,84.0,"[28, 35, 80]",en,11.107148,14396,4.7,78.0
11044,Stomp the Yard,2007,13000000,75511123.0,114.0,"[18, 10402]",en,5.607508,1931,6.1,90.0
11045,Miss Potter,2006,30000000,35078241.0,92.0,"[18, 10751, 10749]",en,8.599342,13967,6.3,143.0
11046,Arthur and the Invisibles,2006,86000000,107944236.0,94.0,"[12, 14, 16, 10751]",en,11.621534,9992,6.0,663.0
11047,Tell Me Something,1999,0,0.0,118.0,"[80, 10769, 27, 9648, 53]",ko,1.320887,16371,5.8,22.0
11048,Loving Annabelle,2006,900000,0.0,76.0,"[18, 10749]",en,7.528482,19344,6.4,55.0
11049,American Pie Presents: The Naked Mile,2006,0,0.0,97.0,[35],en,8.152676,8275,5.3,507.0
11050,Rolling Family,2004,0,0.0,103.0,"[18, 35]",en,0.469667,79767,6.4,5.0
11051,David and Bathsheba,1951,0,0.0,123.0,"[18, 10749]",en,2.162008,42567,4.7,10.0
11052,Old Joy,2006,300000,0.0,73.0,[18],en,2.196695,26518,6.3,36.0
11053,The Banquet,2006,0,0.0,131.0,"[14, 18, 28, 36]",zh,2.591175,14449,6.2,37.0
11054,Venus,2006,0,0.0,95.0,"[18, 35, 10749]",en,3.740068,13771,6.5,48.0
11055,My Bollywood Bride,2006,0,0.0,95.0,"[35, 10749]",hi,0.885042,33375,3.0,1.0
11056,Rosario Tijeras,2005,0,0.0,126.0,"[80, 10749, 18]",es,1.909852,10810,6.1,14.0
11057,American Madness,1932,0,0.0,73.0,"[80, 18]",en,0.649011,1773,5.4,7.0
11058,The Return of Don Camillo,1953,0,0.0,115.0,[35],fr,4.454569,11578,7.2,34.0
11059,Don Camillo,1952,0,0.0,107.0,[35],it,2.865776,11972,7.6,45.0
11060,Invisible Waves,2006,0,0.0,115.0,"[18, 53]",en,1.274388,38025,5.8,9.0
11061,Cold Showers,2005,0,0.0,102.0,[18],fr,2.337139,27095,4.9,14.0
11062,The Singer,2006,0,0.0,112.0,"[18, 10749]",en,2.725556,31325,5.7,19.0
11063,Primeval,2007,0,10597734.0,93.0,[12],en,2.454709,4283,4.7,45.0
11064,Alpha Dog,2006,0,15309302.0,122.0,"[80, 18]",en,7.655603,7457,6.6,463.0
11065,The Hitcher,2007,10000000,25399945.0,84.0,"[28, 27, 80]",en,7.160967,8398,5.6,253.0
11066,The Dead Girl,2006,0,0.0,85.0,"[9648, 18, 80, 53]",en,4.028773,13551,6.4,66.0
11067,Testament of Orpheus,1960,0,0.0,80.0,"[14, 18]",fr,2.952714,36878,7.8,15.0
11068,House Of 9,2005,6000000,0.0,86.0,"[53, 18, 27, 9648]",en,5.499612,19166,4.9,54.0
11069,A Stolen Life,1946,0,0.0,109.0,[18],en,1.39158,43470,7.6,8.0
11070,After the Wedding,2006,0,0.0,124.0,[18],da,5.099115,3549,7.2,102.0
11071,Time,2006,0,14742.0,97.0,"[10749, 18, 9648]",ko,3.376611,25648,7.1,61.0
11072,Into Great Silence,2005,0,0.0,162.0,"[99, 10769]",hu,0.460854,11225,8.4,5.0
11073,Dinner for One,1963,0,0.0,18.0,[35],en,2.317554,6166,6.8,33.0
11074,Red Doors,2005,0,0.0,90.0,"[35, 18]",en,1.38669,19629,4.3,6.0
11075,The Wendell Baker Story,2005,0,0.0,99.0,"[35, 18, 10749]",en,1.756489,12183,5.2,16.0
11076,Crawlspace,1986,0,0.0,80.0,"[27, 53]",en,2.230313,56705,5.4,20.0
11077,Linda Linda Linda,2005,0,0.0,114.0,[35],ja,2.186388,27337,7.3,34.0
11078,Juarez,1939,0,0.0,125.0,"[18, 36, 10749]",en,0.657739,78318,6.4,5.0
11079,The Weeping Meadow,2004,0,0.0,170.0,"[10749, 18, 36]",el,1.249402,37952,7.3,16.0
11080,Daisies,1966,0,0.0,74.0,"[18, 35]",cs,4.892157,46919,7.3,54.0
11081,Bridge to Terabithia,2007,60000000,137587063.0,96.0,"[12, 18, 10751]",en,8.460206,1265,7.0,1146.0
11082,Beer League,2006,0,0.0,86.0,[35],en,1.521008,14137,5.3,22.0
11083,Dead Meat,2004,0,0.0,80.0,"[35, 28, 27, 878]",en,2.783147,15689,4.0,12.0
11084,The Blood of a Poet,1932,0,0.0,55.0,"[18, 14]",fr,1.547374,36877,6.7,27.0
11085,Dirty Sanchez: The Movie,2006,0,0.0,96.0,[35],en,0.908052,14891,5.6,17.0
11086,Shadows in the Sun,2005,0,0.0,100.0,"[18, 35, 10749]",en,1.606225,12547,6.3,12.0
11087,House,1977,0,0.0,88.0,"[35, 14, 27]",ja,4.321776,25623,7.1,117.0
11088,Kenny,2006,0,7778177.0,99.0,[35],en,1.489294,13140,6.1,18.0
11089,49 Up,2005,0,238073.0,180.0,[99],en,0.769595,13365,6.9,12.0
11090,Waitress,2007,2000000,22179430.0,108.0,[35],en,11.276024,10758,6.6,132.0
11091,The Secret,2006,0,0.0,90.0,[99],en,4.457291,26594,5.5,58.0
11092,Neverwas,2005,0,0.0,108.0,"[18, 14, 53]",en,8.557727,22473,6.4,31.0
11093,Seven Up!,1964,0,0.0,39.0,[99],en,1.046864,51863,7.5,21.0
11094,7 Plus Seven,1970,0,0.0,52.0,[99],en,0.001021,50754,7.5,20.0
11095,Record of a Tenement Gentleman,1947,0,0.0,72.0,"[35, 18]",ja,0.719233,74126,6.8,9.0
11096,R-Point,2004,0,0.0,107.0,"[28, 36, 27]",ko,2.004405,16138,6.3,38.0
11097,Catch and Release,2006,25000000,16158487.0,111.0,"[35, 18, 10749]",en,5.953413,13668,5.8,109.0
11098,Smokin' Aces,2006,17000000,57103895.0,109.0,"[28, 35, 80, 53]",en,7.906434,7516,6.4,541.0
11099,Blood and Chocolate,2007,0,0.0,98.0,"[18, 14, 27, 10749]",en,5.415846,10075,5.5,92.0
11100,Epic Movie,2007,20000000,86865564.0,86.0,"[28, 12, 35]",en,5.549609,9760,3.2,334.0
11101,The Messengers,2007,16000000,1109660.0,90.0,"[9648, 53, 27]",en,9.629399,9966,5.6,216.0
11102,Because I Said So,2007,0,69485490.0,102.0,[35],en,14.764607,1257,5.8,194.0
11103,Hannibal Rising,2007,50000000,82169884.0,121.0,"[80, 18, 53]",en,2.159558,1248,6.0,666.0
11104,Norbit,2007,60000000,95673607.0,101.0,[35],en,7.667874,9757,5.0,434.0
11105,Billy the Kid vs. Dracula,1966,0,0.0,73.0,"[28, 35, 27]",en,0.53403,56165,4.7,3.0
11106,Red Angel,1966,0,0.0,95.0,"[10752, 18, 10769]",ja,1.486509,90560,7.3,10.0
11107,The Boss of It All,2006,3000000,0.0,95.0,[35],da,4.066106,5206,6.8,58.0
11108,Cocaine Cowboys,2006,0,163000.0,118.0,"[28, 99]",en,2.941626,14761,7.5,56.0
11109,Lonely Hearts,2006,0,0.0,108.0,"[18, 53, 80, 10749]",en,5.694413,1252,6.0,88.0
11110,Ratatouille,2007,150000000,623722818.0,111.0,"[16, 35, 10751, 14]",en,20.50803,2062,7.5,4510.0
11111,Five Fingers,2006,0,0.0,87.0,"[18, 28, 53]",en,5.070446,11650,5.9,35.0
11112,Izo,2004,0,0.0,128.0,"[28, 18, 14, 36, 27]",ja,2.482068,12580,6.1,25.0
11113,Lola,1961,0,0.0,87.0,"[18, 10749]",fr,3.325461,40641,7.3,27.0
11114,The Point!,1971,0,0.0,74.0,"[16, 18, 10751, 14]",en,0.766972,23544,6.9,12.0
11115,"Paris, je t'aime",2006,13000000,4857367.0,120.0,"[18, 10749]",fr,6.980486,2266,6.7,213.0
11116,The Astronaut Farmer,2006,13000000,11130889.0,104.0,"[12, 35, 18, 878]",en,6.862146,5172,6.2,124.0
11117,Murk,2005,0,0.0,124.0,"[53, 18]",da,1.495971,15962,6.8,12.0
11118,"Wake Up, Ron Burgundy: The Lost Movie",2004,0,0.0,93.0,[35],en,3.055036,9965,5.5,55.0
11119,SPL: Kill Zone,2005,0,0.0,93.0,"[28, 80, 18, 53]",zh,8.416631,13127,6.8,72.0
11120,Mafioso,1962,0,0.0,105.0,"[18, 28, 35, 80, 10769]",en,0.242384,34866,6.8,6.0
11121,It's a Boy Girl Thing,2006,15500000,7385434.0,95.0,"[35, 14, 10749]",en,8.960677,37725,6.3,279.0
11122,Myra Breckinridge,1970,5000000,3000000.0,94.0,"[35, 18]",en,0.619657,40973,4.8,9.0
11123,Vice Squad,1982,0,0.0,97.0,"[28, 18, 9648, 53]",en,0.870174,63460,6.0,14.0
11124,The Ugly Duckling and Me!,2006,0,0.0,90.0,"[10751, 16, 35]",en,4.407038,13517,4.7,18.0
11125,Danika,2006,0,0.0,79.0,"[18, 27, 53]",en,10.488933,22105,5.4,23.0
11126,Days of Glory,2006,14500000,22963701.0,128.0,"[18, 36, 10752]",fr,10.021547,2016,6.7,96.0
11127,Schizo,2004,0,0.0,86.0,"[80, 18, 10749]",en,0.47589,47200,6.0,4.0
11128,The Odyssey,1997,0,0.0,176.0,"[12, 14]",en,4.315717,17266,6.3,54.0
11129,Unknown,2006,3700000,3338228.0,98.0,"[80, 18, 9648, 53]",en,13.505066,9828,6.4,116.0
11130,Magical Mystery Tour,1967,0,0.0,55.0,[10402],en,2.70213,34038,5.8,28.0
11131,Ringers - Lord of the Fans,2005,0,0.0,97.0,[99],en,0.361798,71506,4.7,3.0
11132,Sisters of the Gion,1936,0,0.0,69.0,[18],ja,0.717874,74581,6.7,11.0
11133,Trailer Park Boys: The Movie,2006,5000000,3833507.0,95.0,[35],en,3.172765,9958,6.8,53.0
11134,Ghost Rider,2007,110000000,228738393.0,114.0,"[53, 28, 14, 27]",en,11.902354,1250,5.2,1754.0
11135,Breach,2007,0,33231264.0,110.0,"[18, 53, 80, 36]",en,6.885359,4169,6.5,174.0
11136,Daddy's Little Girls,2007,10000000,31609243.0,100.0,"[35, 18, 10749]",en,6.063809,16555,6.6,19.0
11137,Music and Lyrics,2007,40000000,145896422.0,96.0,"[35, 10402, 10749]",en,7.196688,11172,6.2,569.0
11138,The Number 23,2007,30000000,77566815.0,101.0,"[53, 18, 9648]",en,8.140941,3594,6.3,1045.0
11139,Reno 911!: Miami,2007,10000000,20342161.0,84.0,"[28, 12, 35, 80]",en,4.468247,10090,5.6,72.0
11140,Black Snake Moan,2006,15000000,10903846.0,116.0,[18],en,7.050403,7874,6.6,247.0
11141,Gray Matters,2006,0,0.0,96.0,"[35, 10749]",en,2.268351,14845,5.8,27.0
11142,Be with Me,2005,0,0.0,93.0,"[18, 10749, 10769]",en,1.262339,29965,6.8,12.0
11143,Shooting Gallery,2005,0,0.0,102.0,"[35, 18, 10749, 53]",en,3.346751,13916,5.6,9.0
11144,What Will You Do When You Catch Me?,1978,0,0.0,99.0,"[35, 10769]",pl,0.004974,52920,8.5,7.0
11145,The Dagger of Kamui,1985,0,0.0,132.0,"[16, 28]",ja,1.267756,48215,5.1,4.0
11146,loudQUIETloud: A Film About the Pixies,2006,0,0.0,85.0,"[99, 10402]",en,0.95225,22485,6.9,10.0
11147,My Father and My Son,2005,0,0.0,108.0,"[35, 18]",tr,1.712815,13393,7.8,32.0
11148,Factory Girl,2006,7000000,0.0,90.0,[18],en,19.651793,12271,6.2,83.0
11149,Salon Kitty,1976,0,0.0,129.0,[18],it,3.947614,40394,4.6,20.0
11150,Human Trafficking,2005,15000000,0.0,176.0,[18],en,2.529274,17919,7.2,25.0
11151,Kidulthood,2006,994000,165000.0,89.0,[18],en,5.230003,13185,6.2,61.0
11152,Like Mike 2: Streetball,2006,5000000,0.0,96.0,"[35, 18, 10751]",en,2.255781,26655,3.6,16.0
11153,Lady in Cement,1968,0,0.0,93.0,"[9648, 35, 80, 18]",en,3.40004,42630,6.6,10.0
11154,Street Trash,1987,0,0.0,91.0,"[35, 27]",en,3.68961,22172,5.6,70.0
11155,Fighting Elegy,1966,0,0.0,86.0,"[28, 35, 18]",ja,0.963536,42721,7.1,7.0
11156,First Man Into Space,1959,0,0.0,77.0,"[18, 27, 878]",en,1.343551,28955,5.2,12.0
11157,I Drink Your Blood,1970,0,0.0,90.0,[27],en,2.030342,27313,6.2,21.0
11158,Hot Fuzz,2007,12000000,80573774.0,121.0,"[80, 28, 35]",en,13.535195,4638,7.4,2252.0
11159,Dead Heat on a Merry-Go-Round,1966,2000000,0.0,104.0,"[35, 80, 18, 53]",en,1.300278,68979,6.0,2.0
11160,The 36th Chamber of Shaolin,1978,0,0.0,115.0,"[28, 12]",cn,7.261696,11841,7.6,72.0
11161,Mad Love,1935,0,0.0,68.0,"[35, 27]",en,1.734803,28261,6.8,25.0
11162,The Trial of Billy Jack,1974,7,0.0,170.0,"[28, 18]",en,0.0339,83980,6.8,6.0
11163,The Savage Innocents,1960,0,0.0,110.0,[18],en,1.393818,94393,7.4,7.0
11164,Karla,2006,0,0.0,99.0,"[80, 18, 53]",en,3.277457,9695,4.8,33.0
11165,The Consequences of Love,2004,0,0.0,100.0,"[80, 18]",it,5.298931,24653,7.6,125.0
11166,Golden Door,2006,0,0.0,118.0,"[36, 18, 10749]",it,1.717836,1993,6.0,22.0
11167,Kamchatka,2002,0,0.0,106.0,[18],es,0.952055,28710,6.3,14.0
11168,The Leopard Man,1943,0,0.0,66.0,[27],en,1.494525,28438,6.4,18.0
11169,Family Law,2006,0,0.0,102.0,[18],es,0.22433,97548,7.0,5.0
11170,Emil in Lonneberga,1971,0,0.0,95.0,"[35, 10751]",sv,3.459098,11945,6.2,13.0
11171,Citizen X,1995,0,0.0,105.0,"[80, 18, 36]",en,3.538001,12554,6.9,43.0
11172,Cats,1998,0,0.0,120.0,[10402],en,2.548705,26598,7.1,19.0
11173,The Canterbury Tales,1972,0,0.0,111.0,"[35, 18]",it,2.987674,5691,6.1,36.0
11174,The Forest for the Trees,2004,0,0.0,81.0,[18],de,0.796554,6443,7.7,9.0
11175,Next,2007,70000000,76066841.0,96.0,"[28, 878, 53]",en,9.41746,1738,5.9,880.0
11176,Breaking and Entering,2006,0,8974829.0,129.0,"[18, 10749]",en,4.217411,1253,6.3,64.0
11177,Changing Times,2004,0,0.0,90.0,"[18, 10769, 10749]",fr,1.475074,38021,6.5,2.0
11178,God Grew Tired of Us,2007,0,0.0,89.0,[99],en,1.369146,15325,7.5,13.0
11179,Iraq in Fragments,2006,0,202000.0,94.0,"[99, 10769]",en,0.541397,34389,6.8,6.0
11180,Amazing Grace,2006,0,0.0,117.0,[18],en,20.346477,15163,7.0,95.0
11181,Romanzo criminale,2005,818418,4851244.0,152.0,[18],en,4.387586,14375,7.3,112.0
11182,2001 Maniacs,2005,3000000,0.0,87.0,"[35, 27]",en,4.619056,10845,4.9,70.0
11183,Wise Guys,1986,13000000,8475466.0,100.0,"[35, 80]",en,1.884204,31659,6.1,26.0
11184,Teen Wolf Too,1987,0,0.0,95.0,"[35, 14, 10751]",en,4.604439,15582,3.8,47.0
11185,The Grim Reaper,1962,0,0.0,88.0,"[18, 53, 9648, 10769]",it,0.690606,42999,6.8,16.0
11186,Body Count,1998,0,0.0,85.0,"[28, 53]",en,1.280643,31015,6.8,4.0
11187,Pusher III: I'm the Angel of Death,2005,0,0.0,108.0,"[28, 53, 80]",da,4.206897,11330,7.1,65.0
11188,Eight Deadly Shots,1972,0,0.0,316.0,[18],fi,0.000308,99259,5.0,1.0
11189,Babylon 5: The Gathering,1993,0,0.0,89.0,"[878, 28, 12]",en,8.232154,10942,6.4,57.0
11190,White Noise 2: The Light,2007,0,0.0,99.0,"[53, 18, 27, 14]",en,6.176386,7006,5.6,80.0
11191,Wild Hogs,2007,0,253625427.0,100.0,"[28, 12, 35]",en,11.356011,11199,5.7,666.0
11192,Zyzzyx Road,2006,2000000,30.0,90.0,[53],en,0.717595,41393,4.0,4.0
11193,Man About Town,2006,0,0.0,96.0,"[35, 18, 10749]",en,3.874408,9784,5.3,46.0
11194,First on the Moon,2005,0,0.0,75.0,"[9648, 878]",en,0.436348,25530,5.0,4.0
11195,Wolf,2004,0,0.0,125.0,[53],es,1.535646,36610,6.2,19.0
11196,Unfaithfully Yours,1984,0,0.0,96.0,"[35, 10749]",en,0.650914,50812,5.8,11.0
11197,The Lathe of Heaven,1980,0,0.0,105.0,"[18, 14, 878, 53]",en,1.422501,27864,6.1,10.0
11198,Atlantis: Milo's Return,2003,0,0.0,70.0,"[14, 16, 878, 10751, 28]",en,7.751536,8965,5.4,166.0
11199,The Westerner,1940,0,0.0,100.0,"[28, 37, 10749]",en,1.499865,14710,6.1,24.0
11200,The Ultimate Gift,2006,0,0.0,114.0,"[10749, 18, 10751]",en,5.09336,14624,6.8,78.0
11201,300,2006,65000000,422610419.0,117.0,"[28, 12, 10752]",en,18.108408,1271,7.0,5092.0
11202,The Abandoned,2006,0,0.0,99.0,"[27, 53]",en,4.784131,10790,5.4,64.0
11203,Julius Caesar,1953,0,0.0,120.0,"[18, 36]",en,3.353767,18019,6.5,37.0
11204,Three Smart Girls,1936,0,0.0,84.0,"[35, 10749, 10402]",en,0.360971,64142,7.0,2.0
11205,Something in the Wind,1947,0,0.0,94.0,[35],en,0.222832,61648,10.0,1.0
11206,Starter for 10,2006,8,21.0,92.0,"[18, 35, 10749]",en,5.140016,14055,6.7,131.0
11207,The Last Mimzy,2007,0,27297451.0,94.0,"[12, 10751]",en,6.183051,2267,5.9,116.0
11208,Priceless,2006,0,2036198.0,104.0,"[18, 35, 10749]",fr,6.18064,6691,6.4,215.0
11209,The Host,2006,11000000,88489643.0,119.0,"[27, 18, 878]",ko,9.386916,1255,6.7,546.0
11210,America America,1963,0,0.0,174.0,"[18, 36]",en,1.099317,47249,5.8,18.0
11211,Kippur,2000,0,0.0,117.0,"[18, 10769, 10752]",he,1.010085,49709,4.0,5.0
11212,The Situation,2006,0,0.0,111.0,"[18, 36, 10749, 53]",en,0.860383,31040,6.5,2.0
11213,Diary of a Hitman,1991,0,31815.0,90.0,"[53, 80, 18]",en,0.781841,50185,3.5,4.0
11214,Flower Drum Song,1961,0,0.0,133.0,"[35, 10402]",en,0.50835,25105,3.8,9.0
11215,Becoming Jane,2007,16500000,37311672.0,120.0,"[18, 10749]",en,7.829737,2977,6.9,325.0
11216,Right at Your Door,2006,0,2043704.0,96.0,"[18, 53]",en,4.010441,15664,5.8,65.0
11217,A Taste of Honey,1961,0,0.0,100.0,[18],en,1.829632,25062,6.5,21.0
11218,The Namesake,2006,12000000,20138836.0,122.0,[18],en,4.273271,16727,6.8,50.0
11219,Omagh,2004,0,0.0,102.0,[18],en,0.769035,5413,6.1,4.0
11220,Samurai Spy,1965,0,0.0,100.0,"[28, 18, 10769]",ja,1.315014,46916,5.8,13.0
11221,The Last Command,1928,0,0.0,88.0,"[18, 36, 10749]",en,4.030927,52679,7.7,16.0
11222,I Think I Love My Wife,2007,11000000,13196245.0,90.0,"[35, 10749]",en,3.966066,14434,5.0,56.0
11223,The Second Chance,2006,1200000,0.0,103.0,[18],en,0.753558,27919,4.9,5.0
11224,The Fugitive Kind,1960,0,0.0,119.0,"[10749, 18]",en,3.310593,47837,6.5,16.0
11225,Wilderness,2006,0,0.0,94.0,"[27, 28, 53]",en,2.891777,11494,6.3,48.0
11226,Hipnos,2004,0,0.0,93.0,"[27, 53]",en,2.064359,19936,5.6,9.0
11227,Premonition,2007,20000000,84146832.0,96.0,"[53, 18, 9648]",en,10.163764,9963,5.8,391.0
11228,Dead Silence,2007,20000000,22217407.0,89.0,[27],en,10.763622,14001,6.2,533.0
11229,Reign Over Me,2007,20000000,22222308.0,124.0,[18],en,10.027137,2355,7.1,340.0
11230,Pride,2007,0,0.0,104.0,"[18, 10751]",en,1.896372,16385,5.0,16.0
11231,Shooter,2007,61000000,95696996.0,124.0,"[28, 18, 9648, 53, 80]",en,14.246918,7485,6.9,1495.0
11232,The Hills Have Eyes 2,2007,15000000,0.0,89.0,"[27, 53]",en,5.559312,9793,5.2,355.0
11233,TMNT,2007,34000000,95608995.0,90.0,"[12, 16, 35, 10751]",en,11.358363,1273,6.0,349.0
11234,The Italian,2005,0,0.0,90.0,"[18, 10769]",en,1.502873,17388,6.6,10.0
11235,Jindabyne,2006,0,0.0,123.0,"[80, 18, 9648, 53]",en,1.625032,4657,5.7,25.0
11236,The Spider's Stratagem,1970,0,0.0,100.0,"[9648, 18]",it,0.62167,42595,7.7,9.0
11237,Nomad: The Warrior,2005,25000000,0.0,112.0,"[28, 36, 10752]",en,8.762777,19495,4.3,17.0
11238,The Tall Target,1951,0,0.0,78.0,"[9648, 53]",en,0.439309,27263,6.5,4.0
11239,Avenue Montaigne,2006,0,0.0,106.0,"[35, 18, 10749]",fr,2.084571,10051,6.2,27.0
11240,Black Book,2006,21000000,26193068.0,145.0,"[18, 53, 10752]",nl,7.440511,9075,7.2,288.0
11241,Love and Honor,2006,0,0.0,121.0,"[18, 10769, 10749]",ja,2.187385,20527,7.4,17.0
11242,Dreamland,2006,0,0.0,88.0,"[18, 10749, 878]",en,1.211471,8199,5.6,9.0
11243,The Quiet Duel,1949,0,0.0,95.0,[18],ja,0.504985,37513,7.3,13.0
11244,The Silence,1998,0,0.0,76.0,"[18, 10402]",fa,0.552003,43974,6.3,5.0
11245,It's Impossible to Learn to Plow by Reading Books,1988,3000,0.0,85.0,[18],en,0.012313,83346,4.6,7.0
11246,R.S.V.P.,2002,0,0.0,100.0,"[35, 27]",en,1.065015,30081,4.5,4.0
11247,The Five Pennies,1959,0,0.0,117.0,"[18, 10402]",en,1.134522,17677,5.4,5.0
11248,Philanthropy,2002,0,0.0,110.0,"[35, 18]",ro,1.67028,56474,7.2,29.0
11249,Ladies in Retirement,1941,0,0.0,91.0,[18],en,0.424025,42066,5.1,4.0
11250,"Not For, or Against (Quite the Contrary)",2003,10000000,0.0,111.0,"[18, 80]",fr,2.725099,11958,5.7,21.0
11251,Eklavya: The Royal Guard,2007,0,0.0,105.0,"[28, 18, 53]",en,0.319771,192675,6.8,6.0
11252,Dark Horse,2005,0,0.0,100.0,"[35, 18]",en,2.571665,5177,6.4,10.0
11253,Damnation,1988,0,0.0,116.0,"[80, 18, 10749]",hu,1.489647,20122,7.8,16.0
11254,His Kind of Woman,1951,0,0.0,120.0,"[18, 10749, 53]",en,4.285717,33673,6.3,10.0
11255,The Darwin Awards,2006,0,0.0,94.0,"[35, 10749, 12]",en,4.520783,18437,5.2,54.0
11256,The Lookout,2007,16000000,5367030.0,99.0,"[80, 18, 53]",en,12.153493,8270,6.6,209.0
11257,Blades of Glory,2007,53000000,0.0,93.0,"[28, 35, 18]",en,5.956794,9955,5.9,578.0
11258,Armbryterskan från Ensamheten,2004,0,0.0,78.0,[99],en,0.078565,16201,5.0,1.0
11259,Kissed by Winter,2005,0,0.0,84.0,"[18, 10769, 53]",sv,0.264445,57241,6.8,4.0
11260,Are We Done Yet?,2007,0,0.0,92.0,"[35, 10751, 18]",en,6.370205,10172,5.1,152.0
11261,The Reaping,2007,40000000,62771059.0,99.0,"[53, 27]",en,9.825841,1683,5.4,209.0
11262,Firehouse Dog,2007,0,0.0,111.0,"[12, 35, 10751]",en,7.078447,10107,6.0,44.0
11263,Meet the Robinsons,2007,150000000,169332978.0,95.0,"[16, 35, 10751]",en,10.529576,1267,6.7,787.0
11264,American Hardcore,2006,0,0.0,100.0,"[99, 10402]",en,1.078379,16018,6.4,12.0
11265,The Inglorious Bastards,1978,0,0.0,99.0,"[28, 35, 10752]",it,9.461686,22311,5.9,63.0
11266,Seraphim Falls,2006,18000000,1196307.0,115.0,"[37, 18]",en,5.034585,13249,6.4,147.0
11267,Double Harness,1933,0,0.0,69.0,[18],en,0.561833,175027,8.0,3.0
11268,Sunshine,2007,50000000,32017803.0,107.0,"[878, 53]",en,12.715571,1272,7.0,1210.0
11269,Judge Priest,1934,0,0.0,80.0,"[35, 18]",en,0.380048,23024,6.2,5.0
11270,Copying Beethoven,2006,11000000,0.0,104.0,[18],en,2.331416,1590,6.3,44.0
11271,Royal Palace,2005,0,0.0,100.0,[35],fr,4.057695,32390,5.8,73.0
11272,The Hoax,2006,25000000,11772461.0,116.0,"[35, 18]",en,4.78586,9903,6.4,60.0
11273,No Way Out,1950,0,0.0,106.0,"[80, 18, 53]",en,4.665032,28433,6.3,8.0
11274,Ulysses' Gaze,1995,0,0.0,176.0,[18],el,1.605995,22549,7.1,12.0
11275,Sky Fighters,2005,19610000,0.0,102.0,[12],fr,10.77037,10798,6.4,44.0
11276,Scent of a Woman,1974,0,0.0,103.0,[18],it,1.96765,47848,7.4,28.0
11277,"Welcome Back, Mr. McDonald",1997,0,0.0,103.0,"[35, 10769]",ja,1.186608,102227,7.3,10.0
11278,How the Grinch Stole Christmas!,1966,315000,0.0,26.0,"[16, 10751, 35]",en,6.353239,13377,7.2,364.0
11279,Origin: Spirits of the Past,2006,0,0.0,95.0,"[878, 12, 16, 18, 14, 10749, 28]",ja,11.02494,14945,6.6,40.0
11280,Goya's Ghosts,2006,50000000,9448082.0,114.0,[18],en,5.91265,11515,6.6,100.0
11281,Perfect Stranger,2007,60795000,73090611.0,109.0,"[80, 18, 9648, 53]",en,9.925255,7183,5.4,242.0
11282,Disturbia,2007,20000000,117760134.0,105.0,"[53, 18, 9648]",en,18.006896,8271,6.6,1038.0
11283,Pathfinder,2007,45000000,30822861.0,99.0,[12],en,11.101549,1534,5.4,173.0
11284,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,0,0.0,86.0,"[16, 35]",en,2.813335,13158,6.5,35.0
11285,The Private Affairs of Bel Ami,1947,0,0.0,112.0,[18],en,0.397268,118536,6.8,5.0
11286,Straight Time,1978,0,0.0,114.0,"[18, 80]",en,2.352594,23397,6.8,34.0
11287,Puccini for Beginners,2006,0,89417.0,82.0,"[35, 18, 10749]",en,1.610123,20405,6.1,7.0
11288,Slow Burn,2005,15500000,1237615.0,93.0,"[9648, 80, 18, 53]",en,6.300001,18777,5.5,16.0
11289,Redline,2007,26000000,0.0,95.0,"[28, 18, 53]",en,3.215155,16392,4.5,46.0
